	#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
32271	S32272	32272	2007-050A	PH H-V      	Discovery (STS-120)	OV-103	2007-10-23	A07297	2007 Oct 23 1547	Earth	2007 Oct 25 1240	DK	A06140	JSC	US	BNAP	STS OV	-	   95173 	 	  87925 	 	  114210 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2007 Oct 30	     340	 	     343	 	 51.64 	 	LLEO/I	-	-
32485	S32486	32486	2008-005A	PH H-V      	Atlantis (STS-122)	OV-104	2008-02-07	A07326	2008 Feb  7 1954	Earth	2008 Feb  9 1717	DK	A06140	JSC	US	BNAP	STS OV	-	   95809 	 	  87692 	 	  114608 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2008 Feb  9	     331	 	     339	 	 51.64 	 	LLEO/I	-	-
32698	S32699	32699	2008-009A	PH H-V      	Endeavour (STS-123)	OV-105	2008-03-11	A07349	2008 Mar 11 0634	Earth	2008 Mar 13 0349	DK	A06140	JSC	US	BNAP	STS OV	-	   97434 	 	  88618 	 	  114917 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2008 Mar 18	     340	 	     341	 	 51.64 	 	LLEO/I	-	-
32959	S32960	32960	2008-027A	PH H-V      	Discovery (STS-124)	OV-103	2008-05-31	A07394	2008 May 31 2110	Earth	2008 Jun  2 1803	DK	A06140	JSC	US	BNAP	STS OV	-	   95474 	 	  88535 	 	  113964 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2008 Jun  3	     336	 	     343	 	 51.64 	 	LLEO/I	-	-
33052	S33053	33053	2008-029A	P           	Fermi Gamma-ray Space Tel.	GLAST	2008-06-11	S33054	2008 Jun 11 1720	Earth	-	O	-	GSFC	US	GDG	SA-200	AOCS	    4277 	 	   3919 	 	    4277 	 	   2.8 	 	  2.5 	 	   10.0 	?	Box + Cyl + 2 Pan	2008 Jun 19	     542	 	     561	 	 25.58 	 	LLEO/I	-	-
33400	S33401	33401	2008-051A	P   D       	IBEX	IBEX	2008-10-19	S33404	2008 Oct 19 1800?	Earth	2008 Oct 20 1043	DSO	D00870	GSFC	US	OSCD	Microstar	-	     107 	 	     80 	 	     107 	 	   0.6 	 	  1.0 	 	    1.0 	 	Cyl	2009 Sep 25	   12260	 	  304347	 	 21.38 	 	DSO	-	-
33440	S33441	33441	2008-059A	PH H-V      	Endeavour (STS-126)	OV-105	2008-11-15	A07424	2008 Nov 15 0104	Earth	2008 Nov 16 2201	DK	A06140	JSC	US	BNAP	STS OV	-	   97005 	 	  87893 	 	  115408 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2008 Nov 28	     349	 	     358	 	 51.64 	 	LLEO/I	-	-
34379	S34380	34380	2009-011A	P   D       	Kepler	Kepler	2009-03-07	S34381	2009 Mar  7 0451	Earth	2009 Mar  7 1733	DSO	D00874	ARC	US	BALL	BCP-2000	-	    1052 	 	   1040 	 	    1052 	 	   4.7 	 	  2.7 	 	    4.7 	 	Cyl	2009 Mar  7	     183	 	-1937434	 	 28.53 	 	EEO	-	-
34540	S34541	34541	2009-012A	PH H-V      	Discovery (STS-119)	OV-103	2009-03-15	A07473	2009 Mar 15 2352	Earth	2009 Mar 17 2219	DK	A06140	JSC	US	BNAP	STS OV	-	   97389 	 	  88003 	 	  115460 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2009 Mar 25	     347	 	     360	 	 51.64 	 	LLEO/I	-	-
34932	S34933	34933	2009-025A	PH H-S      	Atlantis (STS-125)	OV-104	2009-05-11	A07509	2009 May 11 1810	Earth	2009 May 24 1540	L	EAFB RW22	JSC	US	BNAP	STS OV	-	  102350 	 	  89612 	 	  115383 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2009 May 19	     562	 	     566	 	 28.47 	 	LLEO/I	-	-
35001	S35002	35002	2009-028B	P           	Pharmasat	Pharmasat	2009-05-19	S35006	2009 May 20 0017	Earth	2012 Aug 14	R	-	ARC	US	ARC	Cubesat 3U	-	       4 	 	      4 	 	       4 	 	   0.3 	 	  0.1 	 	    0.3 	 	Box	2009 May 22	     428	 	     466	 	 40.47 	 	LLEO/I	-	-
35314	S35315	35315	2009-031A	P   D       	Lunar Reconnaissance Orbiter	LRO	2009-06-18	S35316	2009 Jun 18 2218	Earth	2009 Jun 19 1334	DSO	D00885	GSFC	US	GSFC	LRO	AOCS	    1916 	 	   1018 	 	    1916 	 	   3.9 	 	  2.6 	 	    6.0 	 	Box + Pan + Ant	2009 Jun 18	     194	 	  353700	 	 28.20 	 	CLO	-	-
35315	S35316	35316	2009-031B	P   D       	LCROSS Shepherding S/C	S-S/C	2009-06-18	S35317	2009 Jun 18 2146	Earth	2009 Jun 19 1334	DSA	D00886	ARC	US	NGAS	ESPA/EagleSat	AOCS	     891 	 	    585 	 	     891 	 	   2.0 	 	  2.6 	 	    3.3 	 	Cyl + Ant	2009 Jun 18	     133	 	  348640	 	 28.00 	 	CLO	-	-
35632	S35633	35633	2009-038A	PH H-V      	Endeavour (STS-127)	OV-105	2009-07-15	A07554	2009 Jul 15 2211	Earth	2009 Jul 17 1747	DK	A06140	JSC	US	BNAP	STS OV	-	   99542 	 	  89306 	 	  114604 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2009 Jul 18	     344	 	     351	 	 51.64 	 	LLEO/I	-	-
35810	S35811	35811	2009-045A	PH H-V      	Discovery (STS-128)	OV-103	2009-08-29	A07592	2009 Aug 29 0408	Earth	2009 Aug 31 0053	DK	A06140	JSC	US	BNAP	STS OV	-	   97418 	 	  88328 	 	  115517 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2009 Aug 29	     219	 	     264	 	 51.66 	 	LLEO/I	-	-
36093	S36094	36094	2009-062A	PH H-V      	Atlantis (STS-129)	OV-104	2009-11-16	A07628	2009 Nov 16 1936	Earth	2009 Nov 18 1651	DK	A06140	JSC	US	BNAP	STS OV	-	   99943 	 	  86949 	 	  116000 	?	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2009 Nov 24	     335	 	     343	 	 51.64 	 	LLEO/I	-	-
36118	S36119	36119	2009-071A	P           	WISE	Wide Field IR Explorer	2009-12-14	S36120	2009 Dec 14 1504	Earth	-	O	-	JPL	US	BALL	BCP-300	-	     661 	 	    645 	 	     661 	 	   2.9 	 	  2.0 	 	    3.5 	?	Cyl + Pan	2009 Dec 16	     526	 	     531	 	 97.50 	 	LLEO/S	-	-
36393	S36394	36394	2010-004A	PH H-V      	Endeavour (STS-130)	OV-105	2010-02-08	A07671	2010 Feb  8 0922	Earth	2010 Feb 10 0505	DK	A06089	JSC	US	BNAP	STS OV	-	   95814 	 	  87760 	 	  114685 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2010 Feb 11	     334	 	     349	 	 51.64 	 	LLEO/I	-	-
36394	S36395	36395	2010-005A	P           	Solar Dynamics Observatory	SDO	2010-02-11	S36396	2010 Feb 11 1711	Earth	-	O	-	GSFC	US	GSFC	SDO	R-4D	    3100 	 	   1650 	 	    3100 	 	   4.5 	 	  2.2 	 	    6.5 	 	Box + 2 Pan	2010 Mar 18	   35781	 	   35790	 	 28.10 	 	GEO/T	-	-
36506	S36507	36507	2010-012A	PH H-V      	Discovery (STS-131)	OV-103	2010-04-05	A07688	2010 Apr  5 1030	Earth	2010 Apr  7 0744	DK	A06140	JSC	US	BNAP	STS OV	-	   95869 	 	  87935 	 	  114060 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2010 Apr  7	     342	 	     350	 	 51.65 	 	LLEO/I	-	-
36571	S36572	36572	2010-019A	PH H-V      	Atlantis (STS-132)	OV-104	2010-05-14	A07707	2010 May 14 1829	Earth	2010 May 16 1428	DK	A06140	JSC	US	BNAP	STS OV	-	   98096 	 	  88765 	 	  113929 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2010 May 15	     200	 	     236	 	 51.64 	 	LLEO/I	-	-
37223	S37224	37224	2010-062C	P       C   	O/OREOS	O/OREOS	2010-11-20	S37228	2010 Nov 20 0143	Earth	-	O	-	ARC	US	ARC	Cubesat 3U	-	       5 	 	      5 	 	       5 	 	   0.3 	 	  0.1 	 	    0.3 	 	Box	2010 Dec  3	     624	 	     654	 	 71.97 	 	LEO/I	-	USA 219
37360	S37361	37361	2010-062L	P       C   	Nanosail-D2	NanoSail-D2	2010-11-20	S37225	2011 Jan 19 1630	Earth	2011 Sep 17	R	-	ARC	US	ARC	Cubesat 3U	-	       3 	?	      3 	?	       3 	?	   0.2 	 	  0.1 	 	    3.0 	 	Box + Sail	2011 Feb 22	     615	 	     648	 	 71.97 	 	LEO/I	-	-
37370	S37371	37371	2011-008A	PH H-V      	Discovery (STS-133)	OV-103	2011-02-24	A07788	2011 Feb 24 2202	Earth	2011 Feb 26 1914	DK	A06140	JSC	US	BNAP	STS OV	-	   94558 	 	  88948 	 	  115243 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2011 Feb 25	     208	 	     232	 	 51.64 	 	LLEO/I	-	-
37576	S37577	37577	2011-020A	PH H-V      	Endeavour (STS-134)	OV-105	2011-05-16	A07811	2011 May 16 1305	Earth	2011 May 18 1014	DK	A06140	JSC	US	BNAP	STS OV	-	  101123 	 	  88778 	 	  116270 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2011 May 17	     321	 	     343	 	 51.64 	 	LLEO/I	-	-
37735	S37736	37736	2011-031A	PH H-V      	Atlantis (STS-135)	OV-104	2011-07-08	A07845	2011 Jul  8 1537	Earth	2011 Jul 10 1507	DK	A06140	JSC	US	BNAP	STS OV	-	   97662 	 	  87766 	 	  115360 	 	  37.3 	 	 23.8 	 	   37.3 	 	Box + 2 Wing + Fin	2011 Jul  9	     214	 	     325	 	 51.64 	 	LLEO/I	-	-
37772	S37773	37773	2011-040A	P   D       	Juno	Juno	2011-08-05	S37774	2011 Aug  5 1718	Earth	2011 Aug  5 2334	DSO	D00906	JPL	US	LMSSD	NewFrontiers	Leros 1b	    3625 	 	   1593 	 	    3625 	 	   3.5 	 	  3.5 	 	   20.0 	 	Box + 3 Pan	2011 Aug  5	     262	 	  -38650	 	 28.91 	 	EEO	-	-
37800	S37801	37801	2011-046A	P   D       	Ebb	GRAIL A	2011-09-10	S37803	2011 Sep 10 1428	Earth	2011 Sep 11 0358	DSO	D00909	JPL	US	LMSSD	GRAIL	AOCS	     307 	 	    201 	 	     307 	 	   1.1 	 	  0.8 	 	    1.1 	 	Box + 2 Pan	2011 Sep 18	       0	 	 1227839	 	 29.56 	 	CLO	-	-
37801	S37802	37802	2011-046B	P   D       	Flow	GRAIL B	2011-09-10	S37803	2011 Sep 10 1436	Earth	2011 Sep 11 0359	DSO	D00910	JPL	US	LMSSD	GRAIL	AOCS	     307 	 	    201 	 	     307 	 	   1.1 	 	  0.8 	 	    1.1 	 	Box + 2 Pan	2011 Sep 19	      80	 	 1240609	 	 29.47 	 	CLO	-	-
37935	S37936	37936	2011-070A	P  LD       	Curiosity	Mars Science Lab Rover	2011-11-26	A07958	2011 Nov 26 1544	Earth	2011 Nov 27 0030	DSO	D00911	JPL	US	LMSSD	Mars	-	     899 	 	    899 	 	    3839 	 	   2.1 	?	  1.5 	?	    3.0 	?	Box + 2 Wheel + Ant	2011 Nov 26	     194	 	  -87302	 	 34.90 	 	EEO	-	MSL
39069	S39070	39070	2013-004A	P           	TDRS 11	TDRS K	2013-01-31	S39071	2013 Jan 31 0334	Earth	-	O	-	GSFC	US	BOES	BSS-601HP	R-4D-11-300	    3454 	 	   2000 	?	    3454 	 	   8.1 	 	  3.0 	?	   21.1 	 	Box +  2 pan	2013 Mar 15	   35737	 	   35831	 	  6.99 	 	GEO/I	-	-
39083	S39084	39084	2013-008A	P           	Landsat Data Cont. Mission	Landsat Data Cont. Mission	2013-02-11	S39085	2013 Feb 11 1919	Earth	2013 May 30	N	-	GSFC	US	OSCGA	Leostar-3	-	    2782 	 	   2387 	 	    2782 	 	   5.8 	 	  2.5 	 	   13.0 	?	Cyl hex + pan	2013 Feb 14	     668	 	     684	 	 98.24 	 	LEO/S	-	LDCM
39141	S39142	39142	2013-016A	P           	Bell	TES-2/PhoneSat 1.0 V1B	2013-04-21	S39145	2013 Apr 21 2109	Earth	2013 Apr 27 1219?	R	-	ARC	US	ARC	Cubesat 1U	-	       1 	 	      1 	 	       1 	 	   0.1 	 	  0.1 	 	    0.1 	 	Box	2013 Apr 24	     218	 	     228	 	 51.64 	 	LLEO/I	-	TechEdSat-2
39143	S39144	39144	2013-016C	P           	Alexander	PhoneSat 2.0	2013-04-21	S39145	2013 Apr 21 2109	Earth	2013 Apr 27	R	-	ARC	US	ARC	Cubesat 1U	-	       1 	 	      1 	 	       1 	 	   0.1 	 	  0.1 	 	    0.1 	 	Box	2013 Apr 24	     218	 	     235	 	 51.62 	 	LLEO/I	-	-
39145	S39146	39146	2013-016E	P           	Graham	PhoneSat 1.0 V1A	2013-04-21	S39145	2013 Apr 21 2109	Earth	2013 Apr 26	R	-	ARC	US	ARC	Cubesat 1U	-	       1 	 	      1 	 	       1 	 	   0.1 	 	  0.1 	 	    0.1 	 	Box	2013 Apr 24	     213	 	     227	 	 51.63 	 	LLEO/I	-	-
39245	S39246	39246	2013-047A	P   D       	LADEE	LADEE	2013-09-07	A08036	2013 Sep  7 0350	Earth	2013 Sep  7 2006	DSO	D00926	ARC	US	ARC	MCSB	R-4D-15	     383 	 	    248 	 	     383 	 	   2.4 	 	  1.9 	 	    2.4 	 	Cyl Oct tapered	2013 Sep  7	     200	 	  274635	 	 37.57 	 	DSO	-	-
39377	S39378	39378	2013-063A	P   D       	MAVEN	MAVEN	2013-11-18	S39379	2013 Nov 18 1920	Earth	2013 Nov 19 0347	DSO	D00931	GSFC	US	LMA	LM-900	MR-107 x 6	    2454 	 	    809 	 	    2454 	 	   2.3 	 	  2.0 	 	   11.4 	 	Box + 2 pan?	2013 Nov 18	     193	 	  -78149	 	 27.68 	 	EEO	-	-
39380	S39381	39381	2013-064B	P           	PhoneSat 2.4	PhoneSat 2.4	2013-11-20	A08062	2013 Nov 20 0137	Earth	2017 Jan 31 0630?	R	-	ARC	US	ARC	Cubesat 1U	-	       2 	 	      2 	 	       2 	 	   0.1 	 	  0.1 	 	    0.2 	 	Box + Ant	2013 Dec 12	     499	 	     502	 	 40.51 	 	LLEO/I	-	Elana-IV
39503	S39504	39504	2014-004A	P           	TDRS 12	TDRS L	2014-01-24	S39505	2014 Jan 24 0418	Earth	-	O	-	GSFC	US	BOES	BSS-601HP	R-4D-11-300	    3454 	 	   2000 	?	    3454 	 	   8.1 	 	  3.0 	?	   21.1 	 	Box +  2 pan	2014 Feb  3	   35781	 	   35789	 	  7.02 	 	GEO/I	-	-
39573	S39574	39574	2014-009C	P           	GPM Core	GPM	2014-02-27	S39580	2014 Feb 27 1852	Earth	-	O	-	GSFC	US	GSFC	GPM	AOCS	    3850 	 	   3200 	?	    3850 	 	   6.5 	 	  5.0 	 	   13.0 	 	Box + 2  pan	2014 Feb 28	     383	 	     400	 	 65.01 	 	LLEO/I	-	-
39680	S39681	39681	2014-022B	P           	SporeSat	SporeSat	2014-04-18	A08200	2014 Apr 18 1941	Earth	2014 Jun  4	R	-	ARC	US	ARC	Cubesat 3U	-	       5 	 	      5 	 	       5 	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+ 2 pan	2014 Apr 21	     294	 	     325	 	 51.65 	 	LLEO/I	-	Elana-V
39683	S39684	39684	2014-022E	P           	PhoneSat 2.5	PhoneSat 2.5	2014-04-18	A08200	2014 Apr 18 1941	Earth	2014 May 15	R	-	ARC	US	ARC	Cubesat 1U	-	       1 	 	      1 	 	       1 	 	   0.1 	 	  0.1 	 	    0.1 	 	Box	2014 Apr 22	     294	 	     325	 	 51.65 	 	LLEO/I	-	Elana-V
40058	S40059	40059	2014-035A	P           	OCO-2	Orbiting Carbon Observatory	2014-07-02	S40060	2014 Jul  2 1052	Earth	-	O	-	GSFC	US	OSCD	Leostar-2	AOCS	     454 	 	    409 	 	     454 	 	   2.1 	 	  0.940	 	    9.0 	?	Hex Cyl + 2 Pan	2014 Jul  4	     687	 	     690	 	 98.19 	 	LEO/S	-	-
40328	S40329	40329	2014-077A	P           	Orion EFT-1	EFT-1 Crew Module	2014-12-05	A08317	2014 Dec  5 1528	Earth	2014 Dec  5 1629	L	23.60N 116.46W	JSC	US	LMKSC	Orion	-	    9400 	 	   9400 	 	    9400 	 	   3.5 	 	  5.0 	 	    5.0 	 	Cone	2014 Dec  5	     -32	 	    5794	 	 28.76 	 	SO	-	-
40375	S40376	40376	2015-003A	P           	SMAP	SMAP	2015-01-31	A08331	2015 Jan 31 1518	Earth	-	O	-	JPL	US	JPL	SMAP	-	     944 	 	    863 	 	     944 	 	   4.8 	 	  1.7 	 	    9.7 	 	Box+boom+dish	2015 Feb  1	     660	 	     686	 	 98.13 	 	LEO/S	-	NAIF205
40481	S40482	40482	2015-011A	P   D       	MMS 1	Magnetospheric Multiscale	2015-03-13	S40486	2015 Mar 13 0431	Earth	2017 Mar 30 1540	DSO	D00979	GSFC	US	GSFC	MMS-SMART	GSFC	    1360 	 	   1000 	 	    1360 	 	   1.2 	 	  3.6 	 	  112.0 	 	Cylinder+antennae	2015 Mar 16	     565	 	   69964	 	 28.81 	 	GEO/NS	-	-
40482	S40483	40483	2015-011B	P   D       	MMS 2	Magnetospheric Multiscale	2015-03-13	S40486	2015 Mar 13 0426	Earth	2017 Apr 10 1757?	DSO	D00982	GSFC	US	GSFC	MMS-SMART	GSFC	    1360 	 	   1000 	 	    1360 	 	   1.2 	 	  3.6 	 	  112.0 	 	Cylinder+antennae	2015 Mar 16	     553	 	   70160	 	 28.88 	 	GEO/NS	-	-
40483	S40484	40484	2015-011C	P   D       	MMS 3	Magnetospheric Multiscale	2015-03-13	S40486	2015 Mar 13 0421	Earth	2017 Apr  7 2350?	DSO	D00981	GSFC	US	GSFC	MMS-SMART	GSFC	    1360 	 	   1000 	 	    1360 	 	   1.2 	 	  3.6 	 	  112.0 	 	Cylinder+antennae	2015 Mar 16	     556	 	   70172	 	 28.86 	 	GEO/NS	-	-
40484	S40485	40485	2015-011D	P   D       	MMS 4	Magnetospheric Multiscale	2015-03-13	S40486	2015 Mar 13 0416	Earth	2017 Apr  5 0455?	DSO	D00980	GSFC	US	GSFC	MMS-SMART	GSFC	    1360 	 	   1000 	 	    1360 	 	   1.2 	 	  3.6 	 	  112.0 	 	Cylinder+antennae	2015 Mar 16	     548	 	   70199	 	 28.83 	 	GEO/NS	-	-
40970	S40971	40971	2015-058H	P       C   	LMRST	LMRST	2015-10-08	S40978  4    	2015 Oct  8 1605?	Earth	-	O	-	JPL	US	JPL	Cubesat 3U	-	       3 	 	      3 	 	       3 	 	   0.3 	 	  0.1 	 	    0.3 	 	Box	2015 Oct 13	     493	 	     800	 	 64.78 	 	LEO/I	-	-
41476	S41477	41477	1998-067HX	P ---D-     	Nodes 1	Nodes 1	2015-12-06	A08466*	2016 May 16 1440	Earth	2017 Sep 19 1220?	R	-	ARC	US	ARC/PUMPK	Cubesat 1.5U	-	       2 	 	      2 	 	       2 	 	   0.150	 	  0.1 	 	    0.150	 	Box	2016 May 18	     399	 	     402	 	 51.64 	 	LLEO/I	-	-
41477	S41478	41478	1998-067HY	P ---D-     	Nodes 2	Nodes 2	2015-12-06	A08466*	2016 May 16 1440	Earth	2017 Sep 23 0830?	R	-	ARC	US	ARC/PUMPK	Cubesat 1.5U	-	       2 	 	      2 	 	       2 	 	   0.150	 	  0.1 	 	    0.150	 	Box	2016 May 18	     399	 	     402	 	 51.64 	 	LLEO/I	-	-
41756	S41757	41757	2016-055A	P   D       	OSIRIS-REx	OSIRIS-REx	2016-09-08	S41758	2016 Sep  9 0004	Earth	2016 Sep  9 0620?	DSO	D00975	GSFC	US	LMMS	O-REx	-	    2064 	 	    834 	 	    2110 	 	   3.2 	 	  2.4 	 	    6.2 	 	Box+2 pan+boom	2016 Sep  8	     203	 	  -40174	 	 29.54 	 	EEO	-	-
42704	S42705	42705	1998-067LN	P ---D-     	IceCube	IceCube	2017-04-18	A08637* D14? 	2017 May 16 1155	Earth	2018 Oct  3 0400?	R	-	GSFC	US	GSFC	Cubesat 3U	-	       4 	 	      4 	 	       4 	 	   0.3 	 	  0.1 	 	    0.5 	 	Box+2 pan	2017 May 17	     401	 	     404	 	 51.64 	 	LLEO/I	-	Earth 1
42914	S42915	42915	2017-047A	P           	TDRS 13	TDRS M	2017-08-18	S42916	2017 Aug 18 1422	Earth	-	O	-	GSFC	US	BOES	BSS-601HP	R-4D-11-300	    3454 	 	   2000 	?	    3454 	 	   8.1 	 	  3.0 	?	   21.1 	 	Box +  2 pan	2017 Sep 19	   35768	 	   35804	 	  6.99 	 	GEO/I	-	-
43018	S43019	43019	1998-067NG	P ---D-     	EcAMSat	EcAMSat	2017-11-12	S43006*	2017 Nov 15?	Earth	2017 Nov 15?	TFR	A07398	ARC	US	ARC	Cubesat 6U	-	      10.400	 	     10 	 	      10 	 	   0.360	 	  0.1 	 	    0.360	 	Box	2017 Nov 20	     397	 	     408	 	 51.65 	 	LLEO/I	-	-
43020	S43021	43021	1998-067NJ	P    D      	Dellingr	Dellingr	2017-08-14	A08669*	2017 Nov 20 1702	Earth	-	O	-	GSFC	US	GSFC	Cubesat 6U	-	      12 	 	     12 	 	      12 	 	   0.3 	 	  0.2 	 	    0.3 	 	Box	2017 Nov 20	     401	 	     404	 	 51.64 	 	LLEO/I	-	-
43049	S43050	43050	2017-071P	P           	ISARA	ISARA	2017-11-12	A09052	2017 Dec  6 2240	Earth	-	O	-	JPL	US	JPL	Cubesat 3U	-	       5 	 	      5 	 	       5 	 	   0.3 	 	  0.1 	 	    0.6 	 	Box+Panel	2017 Dec 10	     450	 	     454	 	 51.64 	 	LLEO/I	-	-
43434	S43435	43435	2018-038A	P   D       	TESS	TESS	2018-04-18	S43436	2018 Apr 18 2341	Earth	2018 Apr 19 1600	DSO	D00995	GSFC	US	OATKD	Leostar-2	22N AOCS	     362 	 	    317 	 	     362 	 	   1.5 	 	  1.2 	 	    3.7 	 	Flared cyl+2 pan	2018 Apr 19	     258	 	  268488	 	 29.59 	 	DSO	-	-
43456	S43457	43457	2018-042A	P   D       	Mars InSight Lander	Mars InSight	2018-05-05	S43460	2018 May  5 1238	Earth	2018 May  5 2153	DSO	D00997	JPL	US	LMSSD	Mars	AOCS	     425 	 	    358 	 	     694 	 	   1.1 	 	  1.6 	 	    6.0 	 	Box+legs+2 pan+boom	2018 May  5	     115	 	 -110126	 	 63.54 	 	EEO	-	-
43457	S43458	43458	2018-042B	P   D       	MarCO-A	Mars Cube One	2018-05-05	S43460	2018 May  5 1238	Earth	2018 May  5 2153	DSO	D00998	JPL	US	JPL	Cubesat 6U	-	      13.500	 	     13.500	 	      13.500	 	   0.3 	 	  0.2 	 	    0.8 	 	Box+3 pan	2018 May  5	     115	 	 -110126	 	 63.54 	 	EEO	-	Eve
43458	S43459	43459	2018-042C	P   D       	MarCO-B	Mars Cube One	2018-05-05	S43460	2018 May  5 1239	Earth	2018 May  5 2153	DSO	D00999	JPL	US	JPL	Cubesat 6U	-	      13.500	 	     13.500	 	      13.500	 	   0.3 	 	  0.2 	 	    0.8 	 	Box+3 pan	2018 May  5	     115	 	 -110126	 	 63.54 	 	EEO	-	Wall-E
43547	S43548	43548	1998-067NW	P    D      	RainCube	RainCube	2018-05-21	A09132*	2018 Jul 13 0805	Earth	2020 Dec 23	R	-	JPL	US	JPL/TYVAK	Cubesat 6U	-	      12 	 	     12 	 	      12 	 	   0.3 	 	  0.2 	 	    0.5 	 	Box+ 2 pan + dish	2018 Jul 16	     399	 	     407	 	 51.64 	 	LLEO/I	-	-
43591	S43592	43592	2018-065A	P   D       	Parker Solar Probe	Parker Solar Probe	2018-08-12	S43594	2018 Aug 12 0814	Earth	2018 Aug 12 1122	DSO	D01008	GSFC	US	APL	PSP	-	     685 	 	    605 	 	     685 	 	   3.0 	 	  2.3 	 	    3.0 	 	Flared cyl+boom+2 pan	2018 Aug 12	     617	 	  -18602	 	 32.95 	 	EEO	-	-
43612	S43613	43613	2018-070A	P           	ICESAT 2	ICESAT-2	2018-09-15	A09170	2018 Sep 15 1354	Earth	-	O	-	GSFC	US	OSCGA	Leostar-3	AOCS	    1580 	 	   1402 	 	    1580 	 	   3.8 	 	  2.5 	 	   10.0 	 	Box +  panel	2018 Sep 15	     455	 	     468	 	 93.02 	 	LLEO/P	-	-
43852	S43853	43853	2018-104E	P       ?   	CeREs	CeREs	2018-12-16	S43851	2018 Dec 16 0726?	Earth	-	O	-	GSFC	US	BLCAN	Cubesat 3U	-	       4.500	 	      4.500	 	       4.500	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2018 Dec 16	     494	 	     511	 	 85.04 	 	LLEO/P	-	-
44045	S44046	44046	2018-092G	P -----     	KickSat-2	KickSat-2	2018-11-17	A09219*	2019 Feb 13 2245	Earth	2019 Apr  2	R	-	ARC	US	CORN/ARC	Cubesat 3U	-	       2.160	 	      2.160	 	       2.680	 	   0.3 	 	  0.1 	 	    0.3 	 	Box	2019 Feb 14	     297	 	     305	 	 51.64 	 	LLEO/I	-	-
44341	S44342	44342	2019-036D	P           	GPIM	GPIM	2019-06-25	A09440	2019 Jun 25 0757	Earth	2020 Oct 14 1440?	R	-	MSFC	US	BALL	BCP-100	GR-1	     154 	 	    140 	 	     154 	 	   1.0 	 	  0.6 	 	    3.0 	?	Box + 2 Pan	2019 Jun 26	     701	 	     729	 	 23.98 	 	LEO/E	-	-
44532	S44533	44533	2019-022K	P    D      	Seeker	Seeker	2019-04-17	A09400	2019 Sep 16	Earth	-	O	-	JSC	US	JSC	Cubesat 3U	-	       3 	 	      3 	 	       3 	 	   0.3 	 	  0.1 	 	    0.3 	 	Box	2019 Sep 16	     466	 	     484	 	 51.64 	 	LLEO/I	-	-
44627	S44628	44628	2019-068A	P           	ICON	ICON	2019-10-11	S44629	2019 Oct 11 0211	Earth	-	O	-	GSFC	US	NGISD	Leostar-2/750	AOCS	     288 	 	    288 	 	     288 	 	   1.9 	 	  1.1 	 	    3.6 	 	Hex cyl+cyl+1 pan	2019 Oct 13	     579	 	     601	 	 27.00 	 	LLEO/I	-	-
45259	S45260	45260	1998-067RD	P    D      	CryoCube 1	CryoCube-1	2019-12-05	A09523*	2020 Feb 19 1255	Earth	-	O	-	KSC	US	KSC	Cubesat 3U	-	       5 	 	      5 	 	       5 	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 disks	2020 Feb 21	     412	 	     421	 	 51.65 	 	LLEO/I	-	-
45982	S45983	45983	2020-052A	P  LD       	Perseverance	Mars 2020 Rover	2020-07-30	A09613	2020 Jul 30 1247	Earth	2020 Jul 30 2050	DSA	D01038	JPL	US	LMSSD	Mars	-	    1025 	 	   1025 	 	    3965 	 	   2.1 	?	  1.5 	?	    3.0 	?	Box + 2 Wheel + Ant	2020 Jul 30	     208	 	  -68003	 	 27.58 	 	EEO	-	-
